"looks to swing it away from middle stump, but it's full and down leg side"
"full at off stump, flicked to short midwicket"
"full at middle stump, skips down the track and pokes it to deep midwicket"
<b>big appeal for lbw</b> but he was struck outside. Looks to sweep this from well outside off. Gets too far across and misses it.
"back of a length at middle stump, nudged to short leg off the back foot"
"good length outside off, pushed to mid-off"
"short and well wide outside off stump, shapes to cut, decides against it. Lets it go"
"back of a length outside off, dabbed into the turf as he tries to steal a single"
"good length, angled away from off stump, left alone"
"good length, in the channel, defended to short extra"
"back of a length in the corridor, defended off the back foot"
"length outside off, taps it point on the up"
"length at off stump, forward block"
"length at middle, flicked to short midwicket"
"full outside off, driven back down the pitch"
"length at middle stump, steps down, drives to long-on"
"beaten on the outside edge. Back of a length outside off, skids through straight and past his defence"
"good length outside off, defended into the off side"
"full outside off, driven to extra cover off the toe-end"
"nicely played. Good length at middle stump, taps it on the up to get it wide of mid-on, where Herath dives awkwardly to his left and parries it wider. Deep midwicket cleans up"
"good length at off stump, defended on the front foot"
"bouncer at middle stump, ducks it"
"good length, angled across off stump from wide of the crease. Flies through at shin height and drops way in front of the keeper"
"full at off stump, driven to mid-off"
"full at middle stump, flicked to deep midwicket"
"tossed up at middle stump, steps out and whips it wide of long-on"
"back of a length at off stump, defended to point off the back foot"
"tossed up at middle, flicked through midwicket"
"good length outside off, defended to point on the front foot"
"length outside off, drops it in front of point with soft hands"
"good length at off stump, defended down the pitch"
"good length, at off stump. Keeps low as he goes on the back foot. Manages to dig it out to midwicket"
"good length at off stump, defended on the front foot"
"full at off stump, steps out and drives to mid-on to steal a single"
"good length, leg stump. Defended to short leg"
"back of a length at off stump, wriggles to adjust for the turn and push this behind point off the outside edge. <b>That's his fifty.</b>"
"full outside off, steps out, pushes it back to the bowler"
"full at middle stump, gets down and laps it to long leg with some control"
"good length outside off stump, defended on the front foot"
"good length at off stump, defended into the leg side"
"length, pushed through flat at off stump, defended into the off side"
"<b>edge</b> falls short. Good length outside off, plays inside the line again on the push"
"good length outside off, looks to sweep and gets an inside edge onto pad that rolls to where backward short leg would've been. He takes off for the run that isn't there. Walks  back lazily to make the crease as Karunaratne scampers from slip and hits the stumps direct. Referred upstairs. He's in"
saved by the bat. Or is he? This skids through from back of a length and thuds into his pad in front of middle stump as he gets on the back foot. Plumb if there's no edge on it. Umpire has said not out. Chandimal reviews. He has walked well across the stumps....and replays show it is <b>pad first.</b> He's a long way across and I can see leg stump on the replay as this strikes the pad. Impact <b>just in line</b> of off stump. Only just. Would have been umpire's call if it was a centimeter to the right. But it isn't. He's trapped and he's out. Decision overturned.
"back of a length at middle stump, defended off the back foot"
"<b>another review.</b> He's been given out, trapped on the back foot. This one skid through as well, from a good length. Azhar had shuffled and was struck in front of off stump. Ultra Edge shows a disturbance when the ball passes the bat. Azhar didn't seem like he thought there was an inside edge, so this is strange. It will be overturned. Very very weird.<bR><br>"
on the front foot straight away. Steps out and plays very close to the body as he defends into the off side
"full at off stump, driven to mid-on"
"good length at off stump, defended off the inside half"
"back of a length outside off, defended off the back foot"
"full at middle stump, to the pitch, driven to long-on"
"good length at off stump, defended from the crease"
"full outside off, driven to short extra cover"
